annual_average_employees,total_hours_worked,naics_code,industry_description,establishment_type,size,state,fatal_incident,source
57,81707.0,445110,grocerystores,1.0,2,IL,0,OSHA_ITA_2016
39,59436.0,445110,supermarkets,1.0,2,SC,0,OSHA_ITA_2016
86,183990.0,237120,refinerypetroleumconstruction,1.0,2,KY,0,OSHA_ITA_2016
30,50000.0,484220,livestocktruckinglocal,1.0,2,TX,0,OSHA_ITA_2016
19,32884.0,624310,habilitationjobcounselingtrainingvocational,1.0,2,NE,0,OSHA_ITA_2016
89,204661.0,325199,perfumematerialsebasicsyntheticchemicalssuchterpineolmanufacturing,1.0,2,FL,0,OSHA_ITA_2016
23,29664.0,493110,generalwarehousingstorage,1.0,2,KS,0,OSHA_ITA_2016
80,132141.0,238110,concreterepair,1.0,2,TX,0,OSHA_ITA_2016
570,1822255.0,541990,marinesurveyoreshipappraiserservices,1.0,3,TX,0,OSHA_ITA_2016
20,20376.0,442299,housewaresstores,1.0,2,MI,0,OSHA_ITA_2016
98,137783.0,623110,skillednursingfacilities,1.0,2,MI,0,OSHA_ITA_2016
135,298379.0,424410,generallinegroceriesmerchantwholesalers,1.0,2,FL,0,OSHA_ITA_2016
140,338525.0,238910,demolitioncontractor,1.0,2,TX,0,OSHA_ITA_2016
65,107474.0,493110,generalwarehousingstorage,1.0,2,IL,0,OSHA_ITA_2016
45,109879.0,238910,gradingconstructionsites,1.0,2,MO,0,OSHA_ITA_2016
36,56179.0,424420,meatspackagedfrozenmerchantwholesalers,1.0,2,FL,0,OSHA_ITA_2016
33,66083.0,237310,roadconstruction,3.0,2,MI,0,OSHA_ITA_2016
25,50000.0,115310,pestcontrolservicesforestry,1.0,2,MS,0,OSHA_ITA_2016
57,88227.0,621610,homehealthagencies,1.0,2,OH,0,OSHA_ITA_2016
38,80603.0,238910,demolitioncontractor,1.0,2,TX,0,OSHA_ITA_2016
29,53862.0,624310,habilitationjobcounselingtrainingvocational,1.0,2,NE,0,OSHA_ITA_2016
26,71122.0,237120,refinerypetroleumconstruction,1.0,2,LA,0,OSHA_ITA_2016
761,1326180.0,336211,automobilebodiespassengercarmanufacturing,1.0,3,OH,0,OSHA_ITA_2016
45,60953.0,445110,grocerystores,1.0,2,IL,0,OSHA_ITA_2016
22,27583.0,442299,housewaresstores,1.0,2,NC,0,OSHA_ITA_2016
73,146195.0,325180,indiumchloridemanufacturing,1.0,2,RI,0,OSHA_ITA_2016
22,27406.0,454113,mailorderhouses,1.0,2,WI,0,OSHA_ITA_2016
385,680853.0,621112,mdsmedicaldoctorsmentalhealthofficesegcentersclinics,1.0,3,AR,0,OSHA_ITA_2016
45,47141.0,238290,insulationboilerductpipeinstallation,1.0,2,MO,0,OSHA_ITA_2016
61,134104.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
100,179204.0,332321,doorsmetalmanufacturing,1.0,2,WI,0,OSHA_ITA_2016
4,10695.0,311613,renderingplants,1.0,1,NE,0,OSHA_ITA_2016
40,81788.0,238910,aerialpickertruckconstructionrentaloperator,1.0,2,NY,0,OSHA_ITA_2016
175,213465.0,624310,workshopspersonsdisabilities,1.0,2,MO,0,OSHA_ITA_2016
151,202427.0,622110,generalmedicalsurgicalhospitals,3.0,2,IL,0,OSHA_ITA_2016
63,75833.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,DE,0,OSHA_ITA_2016
17,30119.0,238390,modularfurnituresystemattachmentinstallation,1.0,1,NY,0,OSHA_ITA_2016
55,78454.0,623311,assistedlivingfacilitiessitenursingfacilities,1.0,2,VA,0,OSHA_ITA_2016
70,96690.0,445110,grocerystores,1.0,2,TX,0,OSHA_ITA_2016
30,31200.0,484220,livestocktruckinglocal,1.0,2,TX,0,OSHA_ITA_2016
22,42215.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
20,22541.0,442299,housewaresstores,1.0,2,AZ,0,OSHA_ITA_2016
42,118468.0,238910,demolitioncontractor,1.0,2,TX,0,OSHA_ITA_2016
70,153072.0,238220,airsystembalancingtesting,1.0,2,MO,0,OSHA_ITA_2016
12,16000.0,312120,breweries,1.0,1,MA,0,OSHA_ITA_2016
30,70404.0,237120,refinerypetroleumconstruction,1.0,2,LA,0,OSHA_ITA_2016
12,27328.0,237990,marineconstruction,1.0,2,MO,0,OSHA_ITA_2016
179,300333.0,622210,drugaddictionrehabilitationhospitals,1.0,2,AR,0,OSHA_ITA_2016
28,47756.0,238220,mechanicalcontractors,1.0,2,IA,0,OSHA_ITA_2016
178,406220.0,213112,pipetestingservicesoilgasfieldcontractbasis,1.0,2,TX,0,OSHA_ITA_2016
41,58440.0,445110,grocerystores,1.0,2,TX,0,OSHA_ITA_2016
20,41730.0,236220,constructionmanagementcommercialinstitutionalbuilding,1.0,2,TN,0,OSHA_ITA_2016
150,29651875.0,721110,hotelsresortcasinos,1.0,2,LA,0,OSHA_ITA_2016
256,553313.0,332999,aluminumladdersmanufacturing,1.0,3,OH,0,OSHA_ITA_2016
90,135072.0,621610,homehealthagencies,1.0,2,FL,0,OSHA_ITA_2016
11,21200.0,335999,powersuppliesregulatedunregulatedmanufacturing,1.0,1,NH,0,OSHA_ITA_2016
31,52890.0,493110,generalwarehousingstorage,1.0,2,FL,0,OSHA_ITA_2016
405,871234.0,325414,culturemediamanufacturing,1.0,3,NC,0,OSHA_ITA_2016
1356,1408845.0,622110,generalmedicalsurgicalhospitals,1.0,3,NY,0,OSHA_ITA_2016
240,541190.0,334416,inductorselectroniccomponenttypeegchokescoilstransformersmanufacturing,1.0,2,IL,0,OSHA_ITA_2016
58,82930.0,445110,grocerystores,1.0,2,TX,0,OSHA_ITA_2016
30,31200.0,484220,livestocktruckinglocal,1.0,2,TX,0,OSHA_ITA_2016
81,238160.0,238160,roofingcontractors,1.0,2,TX,0,OSHA_ITA_2016
229,470385.0,336330,automotivetruckbussuspensionassembliespartsexceptspringsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
37,65976.0,236220,constructionmanagementcommercialinstitutionalbuilding,1.0,2,TX,0,OSHA_ITA_2016
122,301223.0,321113,sawedlumbermadesawmills,1.0,2,GA,0,OSHA_ITA_2016
211,479337.0,323111,printshopsflexographicexceptprintingbooks,1.0,2,PA,0,OSHA_ITA_2016
320,537298.0,721110,hotelsexceptcasinohotels,Operating,3,FL,0,OSHA_ITA_2016
68,56273.0,621610,homecareelderlymedical,1.0,2,AR,0,OSHA_ITA_2016
27,32738.0,442299,housewaresstores,1.0,2,TX,0,OSHA_ITA_2016
40,87915.0,322211,boxescorrugatedsolidfibermadepurchasedpaperpaperboard,1.0,2,WI,0,OSHA_ITA_2016
368,527231.0,921110,executiveofficesfederalstatelocaleggovernormayorpresident,3.0,2,MI,0,OSHA_ITA_2016
30,76600.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
125,250063.0,237120,refinerypetroleumconstruction,1.0,2,LA,0,OSHA_ITA_2016
167,485977.0,327320,readymixconcretemanufacturingdistributing,1.0,2,TX,0,OSHA_ITA_2016
19,45675.0,424510,grainhandling,1.0,2,MO,0,OSHA_ITA_2016
345,353778.0,623110,skillednursingfacilities,1.0,3,NY,0,OSHA_ITA_2016
141,291448.0,311999,powdereddrinkmixesexceptchocolatecoffeeteamilkbasedmanufacturing,1.0,2,AR,0,OSHA_ITA_2016
282,574090.0,336510,brakespartsrailroadrollingstockmanufacturing,1.0,3,PA,0,OSHA_ITA_2016
38,35994.0,624310,habilitationjobcounselingtrainingvocational,1.0,2,NE,0,OSHA_ITA_2016
51,7531183.0,623312,assistedlivingfacilitiessitenursingcarefacilities,Operating,2,TX,0,OSHA_ITA_2016
26,51153.0,111120,flaxseedfarmingfieldseedproduction,1.0,2,OH,0,OSHA_ITA_2016
26,58473.0,221112,electricpowergenerationfossilfuelegcoaloilgas,1.0,2,PA,0,OSHA_ITA_2016
49,119237.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
25,35732.0,444110,homecentersbuildingmaterials,1.0,2,MI,0,OSHA_ITA_2016
101,147046.0,488119,airportbaggagehandlingservices,1.0,2,MI,0,OSHA_ITA_2016
144,230235.0,488119,airportbaggagehandlingservices,1.0,2,MI,0,OSHA_ITA_2016
333,548384.0,488119,airportbaggagehandlingservices,1.0,3,MI,0,OSHA_ITA_2016
347,719961.0,488119,airportbaggagehandlingservices,1.0,3,MI,0,OSHA_ITA_2016
30,33733.0,488119,airportbaggagehandlingservices,1.0,2,MI,0,OSHA_ITA_2016
59,16509.0,488119,airportbaggagehandlingservices,1.0,2,TX,0,OSHA_ITA_2016
194,320314.0,488119,airportbaggagehandlingservices,1.0,2,GA,0,OSHA_ITA_2016
18,37440.0,488119,airportbaggagehandlingservices,1.0,2,MO,0,OSHA_ITA_2016
243,591169.0,488119,airportbaggagehandlingservices,1.0,3,NC,0,OSHA_ITA_2016
21,23882.0,488119,airportbaggagehandlingservices,1.0,2,OH,0,OSHA_ITA_2016
22,45760.0,488119,airportbaggagehandlingservices,1.0,2,TX,0,OSHA_ITA_2016
134,148050.0,488119,airportbaggagehandlingservices,1.0,2,NJ,0,OSHA_ITA_2016
89,120766.0,488119,airportbaggagehandlingservices,1.0,2,WI,0,OSHA_ITA_2016
616,1281280.0,488119,airportbaggagehandlingservices,1.0,3,PA,0,OSHA_ITA_2016
50,87296.0,488119,airportbaggagehandlingservices,1.0,2,FL,0,OSHA_ITA_2016
65,120099.0,488119,airportbaggagehandlingservices,1.0,2,TX,0,OSHA_ITA_2016
426,898735.0,488119,airportbaggagehandlingservices,1.0,3,CO,0,OSHA_ITA_2016
243,402743.0,488119,airportbaggagehandlingservices,1.0,3,NV,0,OSHA_ITA_2016
364,594715.0,488119,airportbaggagehandlingservices,1.0,3,AZ,0,OSHA_ITA_2016
226,408510.0,488119,airportbaggagehandlingservices,1.0,2,FL,0,OSHA_ITA_2016
252,463080.0,488119,airportbaggagehandlingservices,1.0,3,FL,0,OSHA_ITA_2016
55,71919.0,488119,airportbaggagehandlingservices,1.0,2,AZ,0,OSHA_ITA_2016
123,175127.0,488119,airportbaggagehandlingservices,1.0,2,IL,0,OSHA_ITA_2016
597,1213618.0,488119,airportbaggagehandlingservices,1.0,3,TX,0,OSHA_ITA_2016
31,53488.0,488119,airportbaggagehandlingservices,1.0,2,TX,0,OSHA_ITA_2016
539,698270.0,488119,airportbaggagehandlingservices,1.0,3,IL,0,OSHA_ITA_2016
905,2193951.0,488119,airportbaggagehandlingservices,1.0,3,IL,0,OSHA_ITA_2016
205,213457.0,488119,airportbaggagehandlingservices,1.0,2,IL,0,OSHA_ITA_2016
20,38270.0,488119,airportbaggagehandlingservices,1.0,2,IL,0,OSHA_ITA_2016
33,78310.0,424510,grainhandling,1.0,2,KS,0,OSHA_ITA_2016
96,146488.0,722511,dinersfullservice,1.0,2,FL,0,OSHA_ITA_2016
20,19563.0,442299,housewaresstores,1.0,2,MI,0,OSHA_ITA_2016
23,43381.0,238210,electricalcontractors,1.0,2,OH,0,OSHA_ITA_2016
217,297012.0,623311,continuingcareretirementcommunities,1.0,2,MD,0,OSHA_ITA_2016
22,22156.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
22,42483.0,238910,excavatingearthmovinglandclearingcontractors,1.0,2,VA,0,OSHA_ITA_2016
1947,4142342.0,311611,porkcarcasseshalfcarcassesprimalsubprimalcutsproducedslaughteringplants,1.0,3,TX,0,OSHA_ITA_2016
40,83500.0,238220,heatingventilationairconditioninghvaccontractors,1.0,2,FL,0,OSHA_ITA_2016
28,29996.0,624310,habilitationjobcounselingtrainingvocational,1.0,2,NE,0,OSHA_ITA_2016
30,42000.0,721110,hotelsexceptcasinohotels,1.0,2,OH,0,OSHA_ITA_2016
112,155462.0,221122,distributionelectricpower,1.0,2,NC,0,OSHA_ITA_2016
50,104000.0,333999,sievesscreeningequipmentgeneralpurposetypemanufacturing,1.0,2,OK,0,OSHA_ITA_2016
712,1588930.0,493120,coldstoragewarehousing,1.0,3,GA,0,OSHA_ITA_2016
183,361203.0,332420,cylinderspressureheavygaugemetalmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
93,179081.0,236210,additionalterationrenovationindustrialbuildingexceptwarehouses,1.0,2,IA,0,OSHA_ITA_2016
23,46865.0,332119,metalstampingsexceptautomotivecanscoinsunfinishedmanufacturing,1.0,2,CT,0,OSHA_ITA_2016
22,39424.0,336211,heavytrucksassemblingpurchasedchassis,1.0,2,NC,0,OSHA_ITA_2016
24,46800.0,323111,printshopslithographicoffsetexceptprintingbooks,1.0,2,PA,0,OSHA_ITA_2016
20,25956.0,442299,housewaresstores,1.0,2,AZ,0,OSHA_ITA_2016
27,57097.0,493110,generalwarehousingstorage,1.0,2,AZ,0,OSHA_ITA_2016
65,112567.0,811310,servicemachineryequipmentrepairmaintenanceservices,1.0,2,WI,0,OSHA_ITA_2016
925,1541331.0,622210,mentalhealthhospitals,1.0,3,NY,0,OSHA_ITA_2016
331,560471.0,238210,lowvoltageelectricalwork,1.0,3,CO,0,OSHA_ITA_2016
600,1185719.0,493120,coldstoragewarehousing,1.0,3,GA,0,OSHA_ITA_2016
71,96700.0,332996,pipefabricatingebendingcuttingthreadingmadepurchasedmetalpipe,1.0,2,LA,0,OSHA_ITA_2016
40,7228.0,561110,hotelmanagementservicesexceptcompleteoperationclientsbusiness,1.0,2,MA,0,OSHA_ITA_2016
42,92160.0,326112,flexiblepackagingplasticsfilmmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
22,56309.0,493110,generalwarehousingstorage,1.0,2,NC,0,OSHA_ITA_2016
115,268392.0,326199,motorvehiclemoldingsextrusionsplasticsmanufacturing,1.0,2,KY,0,OSHA_ITA_2016
74,67062.0,445110,supermarkets,1.0,2,SC,0,OSHA_ITA_2016
362,752509.0,424810,beermerchantwholesalers,1.0,3,NY,0,OSHA_ITA_2016
179,362857.0,551114,corporateoffices,1.0,2,IL,0,OSHA_ITA_2016
67,142100.0,238210,electricalcontractors,1.0,2,OH,0,OSHA_ITA_2016
17,35469.0,424610,plasticsmaterialsmerchantwholesalers,1.0,2,FL,0,OSHA_ITA_2016
29,46656.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,TN,0,OSHA_ITA_2016
30,34225.0,442299,housewaresstores,1.0,2,MO,0,OSHA_ITA_2016
110,220000.0,322230,stationerymadepurchasedpaper,1.0,2,TN,0,OSHA_ITA_2016
340,781308.0,493120,coldstoragewarehousing,1.0,3,GA,0,OSHA_ITA_2016
22,45975.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
54,110384.0,541330,engineeringservices,1.0,2,TX,0,OSHA_ITA_2016
64,132271.0,333132,oilgasfieldtypedrillingmachineryequipmentexceptoffshorefloatingplatformsmanufacturing,1.0,2,OK,0,OSHA_ITA_2016
41,85280.0,238210,electricalcontractors,1.0,2,PA,0,OSHA_ITA_2016
150,348801.0,323111,periodicalscommercialprintingexceptscreenpublishing,1.0,2,OH,0,OSHA_ITA_2016
131,268282.0,336330,automotivetruckbussuspensionassembliespartsexceptspringsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
50,10173670.0,713930,marinas,1.0,2,MA,0,OSHA_ITA_2016
66,195386.0,322211,boxescorrugatedsolidfibermadepurchasedpaperpaperboard,1.0,2,OH,0,OSHA_ITA_2016
24,48179.0,812930,automobileparkinggarageslots,3.0,2,AK,0,OSHA_ITA_2016
56,110282.0,336330,automotivetruckbussuspensionassembliespartsexceptspringsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
28,58400.0,238290,machinerigging,1.0,2,NH,0,OSHA_ITA_2016
63,10194183.0,623312,assistedlivingfacilitiessitenursingcarefacilities,Operating,2,NC,0,OSHA_ITA_2016
30,49451.0,221122,distributionelectricpower,1.0,2,NC,0,OSHA_ITA_2016
35,46800.0,445110,grocerystores,1.0,2,KS,0,OSHA_ITA_2016
28,35564.0,442299,housewaresstores,1.0,2,TX,0,OSHA_ITA_2016
18,30004.0,621320,optometristsofficesegcentersclinics,1.0,1,NC,0,OSHA_ITA_2016
69,120616.0,493110,generalwarehousingstorage,1.0,2,NJ,0,OSHA_ITA_2016
41,42165.0,441228,motorcycledealers,1.0,2,FL,0,OSHA_ITA_2016
75,93936.0,332111,hotforgingsmadepurchasedironsteelunfinished,1.0,2,KY,0,OSHA_ITA_2016
42,85951.0,423830,industrialmachineryequipmentexceptelectricalmerchantwholesalers,1.0,2,MO,0,OSHA_ITA_2016
34,54300.0,238320,paintingwallpapering,1.0,2,IL,0,OSHA_ITA_2016
66,155704.0,323111,printshopsflexographicexceptprintingbooks,1.0,2,NC,0,OSHA_ITA_2016
208,301313.0,311615,meatproductseghotdogsluncheonmeatssausagesmadecombinationpoultryothermeats,1.0,2,PA,0,OSHA_ITA_2016
150,190674.0,445110,grocerystores,1.0,2,PA,0,OSHA_ITA_2016
10,21342.0,333132,oilgasfieldtypedrillingmachineryequipmentexceptoffshorefloatingplatformsmanufacturing,1.0,1,PA,0,OSHA_ITA_2016
988,1642353.0,721120,casinohotels,1.0,3,CO,0,OSHA_ITA_2016
57,84949.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,NY,0,OSHA_ITA_2016
33,36699.0,442299,housewaresstores,1.0,2,FL,0,OSHA_ITA_2016
41,82720.0,339950,displaysegcounterfloorpointpurchasemanufacturing,1.0,2,TX,0,OSHA_ITA_2016
8,20291.0,621320,optometristsofficesegcentersclinics,1.0,1,NC,0,OSHA_ITA_2016
90,126537.0,561110,officeadministrationservices,1.0,2,LA,0,OSHA_ITA_2016
44,79009.0,493110,generalwarehousingstorage,1.0,2,NY,0,OSHA_ITA_2016
372,531156.0,623110,nursinghomes,1.0,3,FL,0,OSHA_ITA_2016
28,37051.0,221122,distributionelectricpower,1.0,2,NC,0,OSHA_ITA_2016
30,54600.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,FL,0,OSHA_ITA_2016
189,340956.0,423830,industrialmachineryequipmentexceptelectricalmerchantwholesalers,1.0,2,NJ,0,OSHA_ITA_2016
8,16293.0,333132,oilgasfieldtypedrillingmachineryequipmentexceptoffshorefloatingplatformsmanufacturing,1.0,1,TX,0,OSHA_ITA_2016
193,315794.0,623311,continuingcareretirementcommunities,1.0,2,AZ,0,OSHA_ITA_2016
112,208633.0,238140,stuccocontractors,1.0,2,AZ,0,OSHA_ITA_2016
62,128601.0,333132,oilgasfieldtypedrillingmachineryequipmentexceptoffshorefloatingplatformsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
277,307017.0,611310,academiescollegeuniversity,1.0,3,OH,0,OSHA_ITA_2016
21,22448.0,442299,housewaresstores,1.0,2,GA,0,OSHA_ITA_2016
5,12514.0,238320,paintingwallpapering,1.0,1,NY,0,OSHA_ITA_2016
77,136679.0,493110,generalwarehousingstorage,1.0,2,CT,0,OSHA_ITA_2016
3,4484.0,238910,backfillingconstruction,1.0,2,PA,0,OSHA_ITA_2016
134,236280.0,236118,homeimprovementegaddingremodelingrenovating,1.0,2,IL,0,OSHA_ITA_2016
17,34980.0,238210,electriccontracting,1.0,1,OH,0,OSHA_ITA_2016
35,38000.0,812930,automobileparkinggarageslots,3.0,2,FL,0,OSHA_ITA_2016
59,116219.0,327110,magnetspermanentceramicferritemanufacturing,1.0,2,IL,0,OSHA_ITA_2016
47,73544.0,444220,feedstoresexceptpet,1.0,2,AR,0,OSHA_ITA_2016
25,50000.0,493110,privatewarehousingstoragegeneralmerchandise,1.0,2,MA,0,OSHA_ITA_2016
26,52760.0,311119,animalfeedmillsexceptdogcatmanufacturing,1.0,2,SD,0,OSHA_ITA_2016
69,93553.0,721110,hotelsexceptcasinohotels,1.0,2,AL,0,OSHA_ITA_2016
75,139372.0,332312,fabricatedstructuralmetalmanufacturing,1.0,2,AL,0,OSHA_ITA_2016
20,20815.0,442299,housewaresstores,1.0,2,OH,0,OSHA_ITA_2016
130,284649.0,238310,drywallcontractors,1.0,2,OK,0,OSHA_ITA_2016
19,32705.0,332322,sheetmetalworkexceptstampingsmanufacturing,1.0,1,MA,0,OSHA_ITA_2016
161,321273.0,551114,corporateoffices,1.0,2,OH,0,OSHA_ITA_2016
67,150750.0,551114,corporateoffices,1.0,2,OH,0,OSHA_ITA_2016
19,38474.0,333923,boatliftsmanufacturing,1.0,2,MO,0,OSHA_ITA_2016
25,40144.0,238160,roofingcontractors,1.0,2,IL,0,OSHA_ITA_2016
463,708017.0,921110,executiveofficesfederalstatelocaleggovernormayorpresident,3.0,3,MN,0,OSHA_ITA_2016
43,94259.0,493110,generalwarehousingstorage,1.0,2,MA,0,OSHA_ITA_2016
90,154233.0,323111,printingflexographicexceptbooksgreygoods,1.0,2,VA,0,OSHA_ITA_2016
89,170287.0,332913,supplylineassembliesplumbingeflexiblehosefittingsmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
3,5995.0,624310,workexperiencecenterseshelteredworkshops,1.0,1,MO,0,OSHA_ITA_2016
206,520763.0,331318,aluminumbarmadeextrudingpurchasedaluminum,1.0,2,MI,0,OSHA_ITA_2016
48,69472.0,337121,woodframedfurnitureupholsteredhouseholdtypemanufacturing,1.0,2,OH,0,OSHA_ITA_2016
669,1351350.0,921140,executivelegislativeofficecombinations,3.0,3,TN,0,OSHA_ITA_2016
29,53489.0,493110,generalwarehousingstorage,1.0,2,NY,0,OSHA_ITA_2016
26,34591.0,447110,gasolinestationsconveniencestores,1.0,2,PA,0,OSHA_ITA_2016
38,85500.0,551114,corporateoffices,1.0,2,OH,0,OSHA_ITA_2016
20,23969.0,442299,housewaresstores,1.0,2,AZ,0,OSHA_ITA_2016
36,1000.0,721110,hotelsresortcasinos,1.0,2,WI,0,OSHA_ITA_2016
60,132037.0,326122,fittingsrigidplasticspipemanufacturing,1.0,2,PA,0,OSHA_ITA_2016
127,274985.0,238220,heatingventilationairconditioninghvaccontractors,1.0,2,VA,0,OSHA_ITA_2016
28,45671.0,424910,farmsuppliesmerchantwholesalers,1.0,2,TN,0,OSHA_ITA_2016
82,172875.0,332321,skylightsmetalmanufacturing,1.0,2,AR,0,OSHA_ITA_2016
35,72669.0,332114,customrollformingmetalproducts,1.0,2,IL,0,OSHA_ITA_2016
240,532428.0,326111,foodstoragebagsplasticsfilmsinglewallmultiwallmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
106,310715.0,321113,dimensionlumbermadelogsbolts,1.0,2,GA,0,OSHA_ITA_2016
16,21151.0,623210,grouphomesintellectualdevelopmentaldisability,1.0,2,TX,0,OSHA_ITA_2016
167,445394.0,321113,dimensionlumbermadelogsbolts,1.0,2,GA,0,OSHA_ITA_2016
20,33337.0,325991,customcompoundingeblendingmixingpurchasedplasticsresins,1.0,2,OH,0,OSHA_ITA_2016
45,99089.0,321213,structuralmembersgluelaminatedpreengineeredwoodmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
50,104000.0,551114,subsidiarymanagementoffices,1.0,2,TN,0,OSHA_ITA_2016
739,365395.0,611110,schooldistrictselementarysecondary,3.0,3,CT,0,OSHA_ITA_2016
3,147351.0,325211,polyesterresinsmanufacturing,1.0,2,NC,0,OSHA_ITA_2016
61,96720.0,623110,homeselderlynursingcare,1.0,2,TX,0,OSHA_ITA_2016
90,167693.0,331318,aluminumbarmadeextrudingpurchasedaluminum,1.0,2,AR,0,OSHA_ITA_2016
30,58125.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,CT,0,OSHA_ITA_2016
20,32997.0,532111,carrental,1.0,2,NC,0,OSHA_ITA_2016
101,203506.0,493190,warehousingexceptfarmproductsgeneralmerchandiserefrigerated,1.0,2,MS,0,OSHA_ITA_2016
91,185593.0,236116,housingmultifamilyconstructiongeneralcontractors,1.0,2,GA,0,OSHA_ITA_2016
19,25670.0,623110,grouphomesdisablednursingcare,1.0,2,TX,0,OSHA_ITA_2016
2,4160.0,561499,fundraisingcampaignorganizationservicescontractfeebasis,1.0,1,PA,0,OSHA_ITA_2016
21,23142.0,442299,housewaresstores,1.0,2,TN,0,OSHA_ITA_2016
44,120000.0,488490,truckingterminalsindependentlyoperated,1.0,2,AL,0,OSHA_ITA_2016
64,66022.0,441110,automobiledealersnewonlynewused,1.0,2,FL,0,OSHA_ITA_2016
10,2400.0,441120,usedcardealers,1.0,1,WI,0,OSHA_ITA_2016
31,64970.0,333132,oilgasfieldtypedrillingmachineryequipmentexceptoffshorefloatingplatformsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
39,86276.0,333517,boringdrillingmillingmachinecombinationsmetalworkingmanufacturing,1.0,2,WI,0,OSHA_ITA_2016
91,198457.0,237990,railroadconstruction,1.0,2,AZ,0,OSHA_ITA_2016
40,70246.0,442110,furniturestoreseghouseholdofficeoutdoor,1.0,2,ND,0,OSHA_ITA_2016
27,49630.0,333517,machinetoolsmetalformingmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
18,25033.0,623210,grouphomesintellectualdevelopmentaldisability,1.0,2,TX,0,OSHA_ITA_2016
138,284653.0,322121,absorbentpaperstockmanufacturing,1.0,2,NY,0,OSHA_ITA_2016
16,15672.0,327215,handblowingpurchasedglass,1.0,1,NJ,0,OSHA_ITA_2016
20,26165.0,442299,housewaresstores,2.0,2,TX,0,OSHA_ITA_2016
17,28248.0,334513,controllersprocessvariablesegelectricelectronicmechanicalpneumaticoperationmanufacturing,1.0,1,OH,0,OSHA_ITA_2016
70,148000.0,326111,bagsplasticsfilmsinglewallmultiwallmanufacturing,1.0,2,KY,0,OSHA_ITA_2016
88,157180.0,238310,drywallcontractors,1.0,2,NE,0,OSHA_ITA_2016
75,33805889.0,236220,additionalterationrenovationcommercialinstitutionalbuilding,3.0,2,CO,0,OSHA_ITA_2016
360,758221.0,238210,lowvoltageelectricalwork,1.0,3,AL,0,OSHA_ITA_2016
98,191068.0,332216,sawbladesalltypesmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
21,41735.0,332216,sawbladesalltypesmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
121,242680.0,332216,sawbladesalltypesmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
52,104927.0,332216,sawbladesalltypesmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
223,447560.0,335999,inverterssolidstatemanufacturing,1.0,2,TX,0,OSHA_ITA_2016
34,64700.0,493110,generalwarehousingstorage,1.0,2,IA,0,OSHA_ITA_2016
93,184127.0,238140,stuccocontractors,1.0,2,NV,0,OSHA_ITA_2016
16,35798.0,452910,warehouseclubsefoodgeneralmerchandise,1.0,1,VA,0,OSHA_ITA_2016
479,958000.0,561320,temporaryemploymentservices,1.0,3,OH,0,OSHA_ITA_2016
146,360105.0,237990,breakwaterconstruction,1.0,2,LA,0,OSHA_ITA_2016
2200,4000000.0,621320,doctorsoptometryodsofficesegcentersclinics,1.0,3,MO,0,OSHA_ITA_2016
24,21979.0,442299,housewaresstores,1.0,2,AL,0,OSHA_ITA_2016
111,226309.0,532111,carrental,1.0,2,NC,0,OSHA_ITA_2016
14,21398.0,623210,grouphomesintellectualdevelopmentaldisability,1.0,2,TX,0,OSHA_ITA_2016
12,11794.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,TX,0,OSHA_ITA_2016
21,37068.0,623220,mentalhealthfacilitiesresidential,1.0,2,TX,0,OSHA_ITA_2016
126,273382.0,236115,cabinconstructiongeneralcontractors,1.0,2,PA,0,OSHA_ITA_2016
168,220719.0,238220,heatingventilationairconditioninghvaccontractors,1.0,2,CO,0,OSHA_ITA_2016
59,129906.0,331410,copperalloysmadeprimarycoppersmeltingrefiningmills,1.0,2,TX,0,OSHA_ITA_2016
35,60501.0,238210,electricalcontractors,1.0,2,CT,0,OSHA_ITA_2016
